config,target,segment,h,wis,mae,wape,mase,cov80,cov60,n,rel_wis_vs_snaive
tfm_expanding_log1p,rods_ili_pct,pre_covid,4,0.6718982279760881,0.8505130603663632,0.0796458427436311,0.2875971895046489,0.8811881188118812,0.6732673267326733,101,0.40758982297564156
tfm_expanding_sym,rods_ili_pct,pre_covid,1,0.40955363197360994,0.48637163049045196,0.04516812648902015,0.16280964991118926,0.8269230769230769,0.5961538461538461,104,0.25263794791827826
tfm_expanding_sym,rods_ili_pct,pre_covid,2,0.5398274370350968,0.658522311919182,0.06132634527862178,0.21975338144094378,0.8640776699029126,0.6407766990291263,103,0.33001234358862075
tfm_expanding_sym,rods_ili_pct,pre_covid,3,0.5982613498123703,0.7387672826067005,0.06895092339636863,0.24936601614792506,0.8627450980392157,0.6568627450980392,102,0.3627870112589943
tfm_expanding_sym,rods_ili_pct,pre_covid,4,0.6492826070137817,0.8146613978272129,0.07628853289178603,0.2771929671992828,0.8712871287128713,0.7128712871287128,101,0.3938706367050108
tfm_slide156,rods_ili_pct,pre_covid,1,0.40741830912782684,0.4891647760929624,0.04542751899048908,0.16340726898698354,0.7980769230769231,0.5576923076923077,104,0.25132074904666274
tfm_slide156,rods_ili_pct,pre_covid,2,0.5358384974654762,0.6509501265754165,0.06062116878801493,0.21715370966473727,0.8349514563106796,0.6213592233009708,103,0.3275737878474862
tfm_slide156,rods_ili_pct,pre_covid,3,0.5938455717206027,0.7374419918060523,0.06882723082548085,0.24834810869032845,0.8431372549019608,0.6568627450980392,102,0.3601092736167453
tfm_slide156,rods_ili_pct,pre_covid,4,0.6413198754583613,0.8155073642328349,0.07636775296546665,0.2758069633984721,0.8613861386138614,0.6831683168316832,101,0.3890402498845951
tfm_slide260,rods_ili_pct,pre_covid,1,0.4112379728930073,0.4901036954957717,0.04551471410568591,0.1638809296749565,0.7980769230769231,0.6057692307692307,104,0.2536769533140325
tfm_slide260,rods_ili_pct,pre_covid,2,0.5454996042857344,0.6594158976123315,0.06140956242064149,0.22034371265840336,0.8543689320388349,0.6407766990291263,103,0.33347990577458614
tfm_slide260,rods_ili_pct,pre_covid,3,0.6070958471506404,0.7506056298616138,0.07005582475560722,0.2533587901318946,0.8529411764705882,0.6470588235294118,102,0.3681442700662559
tfm_slide260,rods_ili_pct,pre_covid,4,0.6550576299237506,0.8296922015247504,0.07769608450197386,0.2812498705914755,0.8316831683168316,0.693069306930693,101,0.3973739061996258
naive,rods_ili_pct,covid,1,0.8808356412509811,0.9685955748794914,0.11445291063207667,0.33824511571946536,0.7579617834394905,0.5987261146496815,157,0.2936067976719705
naive,rods_ili_pct,covid,2,1.492547351614849,1.6491071183761654,0.1948647242846547,0.5692162648080837,0.7452229299363057,0.535031847133758,157,0.49466085260041986
naive,rods_ili_pct,covid,3,2.002741292306831,2.2092418983088336,0.26105236500098544,0.7587910576516185,0.7579617834394905,0.5286624203821656,157,0.6605640304869723
naive,rods_ili_pct,covid,4,2.4415818232726934,2.681763165909377,0.31688726226362174,0.9192750152018696,0.7452229299363057,0.5159235668789809,157,0.8015920664352691
snaive,rods_ili_pct,covid,1,3.0000519342031264,3.7001436826588563,0.4372229496194903,1.2808824242362333,0.6942675159235668,0.49044585987261147,157,1.0
snaive,rods_ili_pct,covid,2,3.0173144767138225,3.70832442697635,0.4381896172592743,1.290226318005973,0.6878980891719745,0.47770700636942676,157,1.0
snaive,rods_ili_pct,covid,3,3.0318654965672236,3.7157574275136382,0.4390679286704412,1.2976972250553156,0.6815286624203821,0.4713375796178344,157,1.0
snaive,rods_ili_pct,covid,4,3.0459156539941357,3.722746242348483,0.43989375342172204,1.3040050902191527,0.6751592356687898,0.47770700636942676,157,1.0
tfm_expanding,rods_ili_pct,covid,1,0.7672446480981351,0.950074606208453,0.11226440303705736,0.3311497998317842,0.7388535031847133,0.5222929936305732,157,0.2557437887494206
