config,target,segment,h,wis,mae,mape,wape,mase,cov80,cov60,dir_hit,dir_hit3,hit_tol10,thr,thr_hit_rate,thr_false_alarm,thr_accuracy,n,rel_wis_vs_snaive
tfm_po_resp_smooth,nhi_out_ili,all,1,4300.469935229701,5178.133964342948,6.703465300247172,0.059247757197146506,0.2056816572798916,0.7435897435897436,0.6025641025641025,0.6923076923076923,0.5769230769230769,0.8333333333333334,95798.0,0.8571428571428571,0.03508771929824561,0.9358974358974359,78,
tfm_po_resp_smooth,nhi_out_ili,all,2,6172.048230502137,7711.576071714743,9.209882222285527,0.08841614942767176,0.3066318837300468,0.8205128205128205,0.6282051282051282,0.7435897435897436,0.47435897435897434,0.7051282051282052,95798.0,0.7,0.06896551724137931,0.8717948717948718,78,
tfm_po_resp_smooth,nhi_out_ili,all,3,8347.716696714744,10357.217698317309,12.07042533623909,0.11874489761862136,0.41230281755981013,0.7948717948717948,0.6153846153846154,0.7051282051282052,0.41025641025641024,0.6153846153846154,95798.0,0.5,0.10344827586206896,0.7948717948717948,78,
tfm_po_resp_smooth,nhi_out_ili,all,4,10450.586132256054,13287.072215544871,15.394810888706717,0.15185737142973316,0.5292410285130077,0.8205128205128205,0.5897435897435898,0.6666666666666666,0.4358974358974359,0.41025641025641024,95798.0,0.35,0.13793103448275862,0.7307692307692307,78,
tfm_po_resp_smooth_lag2,nhi_out_ili,all,1,4364.337862802707,5343.559945913462,6.846286619818038,0.06114054685026878,0.2121636245041725,0.7435897435897436,0.5897435897435898,0.7051282051282052,0.5769230769230769,0.8205128205128205,95798.0,0.8571428571428571,0.03508771929824561,0.9358974358974359,78,
tfm_po_resp_smooth_lag2,nhi_out_ili,all,2,6240.22770210114,7787.97350761218,9.286947545229348,0.08929207505498606,0.30956031961100383,0.782051282051282,0.6410256410256411,0.7692307692307693,0.48717948717948717,0.6794871794871795,95798.0,0.65,0.06896551724137931,0.8589743589743589,78,
tfm_po_resp_smooth_lag2,nhi_out_ili,all,3,8322.720656383546,10370.937950721154,12.122551821052708,0.11890219951324708,0.4127754453488656,0.8076923076923077,0.5897435897435898,0.7564102564102564,0.44871794871794873,0.6153846153846154,95798.0,0.5,0.10344827586206896,0.7948717948717948,78,
tfm_po_resp_smooth_lag2,nhi_out_ili,all,4,10400.001003828347,13323.625350560897,15.396949205916002,0.1522751356227023,0.5305761924364955,0.8076923076923077,0.6025641025641025,0.6794871794871795,0.3974358974358974,0.41025641025641024,95798.0,0.35,0.13793103448275862,0.7307692307692307,78,
tfm_po_resp_smooth,nhi_out_ili,post_covid,1,3914.588387345679,4756.339583333333,4.852238797337351,0.05168038134075927,0.18896999932301498,0.7555555555555555,0.6,0.7111111111111111,0.6222222222222222,0.8666666666666667,95798.0,0.875,0.06896551724137931,0.9111111111111111,45,
tfm_po_resp_smooth,nhi_out_ili,post_covid,2,6259.523918876263,7852.871626420455,8.016268808603574,0.08561238204108139,0.3122942288671577,0.7727272727272727,0.6363636363636364,0.7272727272727273,0.5,0.7272727272727273,95798.0,0.7333333333333333,0.10344827586206896,0.8409090909090909,44,
tfm_po_resp_smooth,nhi_out_ili,post_covid,3,8881.070764696382,11094.298782703489,11.392412115619605,0.12130373751980177,0.44171078356978943,0.813953488372093,0.627906976744186,0.6744186046511628,0.37209302325581395,0.6511627906976745,95798.0,0.5714285714285714,0.1724137931034483,0.7441860465116279,43,
tfm_po_resp_smooth,nhi_out_ili,post_covid,4,10978.453817377645,13938.828776041666,14.581694916613397,0.15277804678659748,0.5551152442369817,0.8333333333333334,0.5952380952380952,0.6666666666666666,0.5238095238095238,0.42857142857142855,95798.0,0.46153846153846156,0.1724137931034483,0.7142857142857143,42,
tfm_po_resp_smooth_lag2,nhi_out_ili,post_covid,1,4027.1927314814816,5041.221180555555,5.1172895731661905,0.05477578471208269,0.20013799971068588,0.7555555555555555,0.5777777777777777,0.7111111111111111,0.6,0.8444444444444444,95798.0,0.875,0.06896551724137931,0.9111111111111111,45,
tfm_po_resp_smooth_lag2,nhi_out_ili,post_covid,2,6411.226225142046,8036.513316761364,8.201410970001694,0.08761445253198821,0.3194059914886909,0.7727272727272727,0.6590909090909091,0.75,0.5227272727272727,0.6818181818181818,95798.0,0.6666666666666666,0.10344827586206896,0.8181818181818182,44,
tfm_po_resp_smooth_lag2,nhi_out_ili,post_covid,3,8833.985996043282,11077.349927325582,11.404505172265294,0.12111842075987928,0.4409262510553604,0.813953488372093,0.6046511627906976,0.7209302325581395,0.46511627906976744,0.627906976744186,95798.0,0.5714285714285714,0.1724137931034483,0.7441860465116279,43,
tfm_po_resp_smooth_lag2,nhi_out_ili,post_covid,4,10955.205803571429,14062.9453125,14.71311149209292,0.1541384395655528,0.5598710068295727,0.8333333333333334,0.5952380952380952,0.6666666666666666,0.42857142857142855,0.42857142857142855,95798.0,0.46153846153846156,0.1724137931034483,0.7142857142857143,42,
