config,target,segment,h,wis,mae,wape,mase,cov80,cov60,n,rel_wis_vs_snaive
tfm_cov_cny,nhi_out_ili,all,1,3306.393581199799,4108.416283885542,0.07172983986686969,0.15968448726790596,0.7542168674698795,0.5325301204819277,415,
tfm_cov_cny,nhi_out_ili,all,2,4534.875661186413,5762.429358057229,0.10065820677028091,0.22414065833501196,0.7903614457831325,0.563855421686747,415,
tfm_cov_cny,nhi_out_ili,all,3,5955.258389181727,7590.937561182229,0.132698731403342,0.2965177071532226,0.7927710843373494,0.5807228915662651,415,
tfm_cov_cny,nhi_out_ili,all,4,7062.73702434739,8914.95758189006,0.1561223054422706,0.35026488672765305,0.7807228915662651,0.5686746987951807,415,
tfm_cov_season,nhi_out_ili,all,1,3550.997867302544,4346.657257153614,0.07588934700573345,0.16872477266017294,0.8144578313253013,0.6024096385542169,415,
tfm_cov_season,nhi_out_ili,all,2,4822.7514471427385,5946.235400978916,0.10386893362251878,0.23125546925082488,0.8072289156626506,0.6048192771084338,415,
tfm_cov_season,nhi_out_ili,all,3,6351.079241026607,7960.059713855421,0.1391514312178001,0.31103712083066143,0.8168674698795181,0.6168674698795181,415,
tfm_cov_season,nhi_out_ili,all,4,7541.551439821787,9611.43257247741,0.16831925424596056,0.37739796798250425,0.8096385542168675,0.6168674698795181,415,
tfm_cov_season_cny,nhi_out_ili,all,1,3278.667468833668,4114.366533320783,0.07183372672001839,0.15966429130886986,0.8,0.5445783132530121,415,
tfm_cov_season_cny,nhi_out_ili,all,2,4563.608276334505,5796.969041792168,0.10126154650967578,0.2256014566513639,0.7879518072289157,0.5831325301204819,415,
tfm_cov_season_cny,nhi_out_ili,all,3,6072.30914146168,7752.7668815888555,0.13552770283786397,0.3030395742018153,0.7927710843373494,0.6072289156626506,415,
tfm_cov_season_cny,nhi_out_ili,all,4,7187.86147851824,9205.040959149097,0.1612023616525391,0.3616784127458715,0.8024096385542169,0.5975903614457831,415,
tfm_cov_season_cny_hol,nhi_out_ili,all,1,2942.507264474565,3696.7097467996987,0.0645417552287226,0.1432668134613676,0.8024096385542169,0.5686746987951807,415,
tfm_cov_season_cny_hol,nhi_out_ili,all,2,4278.385438211178,5447.159003200301,0.0951510592469267,0.2114991782260118,0.8024096385542169,0.6024096385542169,415,
tfm_cov_season_cny_hol,nhi_out_ili,all,3,5807.921071577979,7408.206513554217,0.12950437260210002,0.28956597420623437,0.8072289156626506,0.5975903614457831,415,
tfm_cov_season_cny_hol,nhi_out_ili,all,4,7088.870956011547,9068.922223268073,0.1588185958674048,0.3556077857743311,0.8,0.5783132530120482,415,
tfm_cov_season_cny_log1p,nhi_out_ili,all,1,3330.544068434872,4170.745132932127,0.07281805441288193,0.16197874715993854,0.8096385542168675,0.5903614457831325,415,
tfm_cov_season_cny_log1p,nhi_out_ili,all,2,4720.530250009253,5979.217291256774,0.10444506180127405,0.23210049177905645,0.8120481927710843,0.5927710843373494,415,
tfm_cov_season_cny_log1p,nhi_out_ili,all,3,6361.827546233087,8086.067897454877,0.1413542060364989,0.3156091597255325,0.8048192771084337,0.6144578313253012,415,
tfm_cov_season_cny_log1p,nhi_out_ili,all,4,7624.58393730996,9813.180640291474,0.17185234716046183,0.3848722904242655,0.7951807228915663,0.6024096385542169,415,
tfm_cov_cny,nhi_out_ili,pre_covid,1,3608.0676474025104,4381.374136117788,0.0663783738576768,0.15933821856989303,0.7788461538461539,0.625,104,
tfm_cov_cny,nhi_out_ili,pre_covid,2,4863.709042947681,6173.788304004855,0.09389116915546847,0.22458829458505863,0.8252427184466019,0.5922330097087378,103,
tfm_cov_cny,nhi_out_ili,pre_covid,3,5762.264197814543,7434.15234375,0.11354504196788026,0.2719390716572361,0.8627450980392157,0.6568627450980392,102,
tfm_cov_cny,nhi_out_ili,pre_covid,4,6418.61259969747,7853.18869894802,0.1209248267771255,0.2890115654301796,0.8514851485148515,0.6732673267326733,101,
tfm_cov_season,nhi_out_ili,pre_covid,1,3821.178988047543,4587.208233173077,0.06949678653427592,0.16717078491747175,0.8173076923076923,0.6634615384615384,104,
tfm_cov_season,nhi_out_ili,pre_covid,2,5173.3531199433655,6462.56208282767,0.09828284998092351,0.2366362494234871,0.8543689320388349,0.6213592233009708,103,
tfm_cov_season,nhi_out_ili,pre_covid,3,6171.486357911221,7702.218405330882,0.11763933151226322,0.28292734716241374,0.8725490196078431,0.6372549019607843,102,
tfm_cov_season,nhi_out_ili,pre_covid,4,6893.37645334846,8440.276802289603,0.12996491608619842,0.3112104466522041,0.8514851485148515,0.7029702970297029,101,
tfm_cov_season_cny,nhi_out_ili,pre_covid,1,3698.097322382479,4529.844125600962,0.06862771302899254,0.1650781259900761,0.8173076923076923,0.6346153846153846,104,
tfm_cov_season_cny,nhi_out_ili,pre_covid,2,4898.629874595469,6388.787469660194,0.0971608833142347,0.23399802594756097,0.8446601941747572,0.5728155339805825,103,
tfm_cov_season_cny,nhi_out_ili,pre_covid,3,5831.4622234136705,7625.539713541667,0.1164681845038799,0.2809468093499225,0.8529411764705882,0.6470588235294118,102,
tfm_cov_season_cny,nhi_out_ili,pre_covid,4,6421.685116714797,8148.606512995049,0.12547372396525744,0.3017355915311717,0.8613861386138614,0.6633663366336634,101,
tfm_cov_season_cny_hol,nhi_out_ili,pre_covid,1,3218.598366553152,3983.888671875,0.06035641866078997,0.14445192714227192,0.8076923076923077,0.6153846153846154,104,
tfm_cov_season_cny_hol,nhi_out_ili,pre_covid,2,4491.039893473571,5912.522223907767,0.08991782628832332,0.21452193499466948,0.8543689320388349,0.6310679611650486,103,
tfm_cov_season_cny_hol,nhi_out_ili,pre_covid,3,5297.572417109205,6825.803998161765,0.10425347310610156,0.25013102626845096,0.8627450980392157,0.6568627450980392,102,
tfm_cov_season_cny_hol,nhi_out_ili,pre_covid,4,6203.550118605611,7977.86687809406,0.12284464403786977,0.2930438867575691,0.8910891089108911,0.6831683168316832,101,
tfm_cov_season_cny_log1p,nhi_out_ili,pre_covid,1,3760.3509466984488,4561.124923917646,0.06910162109087543,0.16628214395311106,0.8269230769230769,0.6057692307692307,104,
tfm_cov_season_cny_log1p,nhi_out_ili,pre_covid,2,5299.8951805462,6833.645978491507,0.1039263056847808,0.24923474284414607,0.8543689320388349,0.5339805825242718,103,
tfm_cov_season_cny_log1p,nhi_out_ili,pre_covid,3,6384.77912080707,8193.901556049392,0.12514902211339388,0.300854977817992,0.8627450980392157,0.6274509803921569,102,
tfm_cov_season_cny_log1p,nhi_out_ili,pre_covid,4,7017.375444580308,8898.420689641946,0.13701949892393184,0.3279639560442249,0.8613861386138614,0.6633663366336634,101,
tfm_cov_cny,nhi_out_ili,covid,1,1696.5426126813518,2109.346524183917,0.07617875436325591,0.08447261863522137,0.7388535031847133,0.49044585987261147,157,
tfm_cov_cny,nhi_out_ili,covid,2,2633.2551975517517,3251.2009355095543,0.11741666654206656,0.13079848721961168,0.7579617834394905,0.5159235668789809,157,
tfm_cov_cny,nhi_out_ili,covid,3,3703.1756891918794,4573.041301751592,0.16515474628045695,0.18434924807384634,0.732484076433121,0.5159235668789809,157,
tfm_cov_cny,nhi_out_ili,covid,4,4739.680920747081,5854.226276373408,0.21142456224318482,0.23621912204754647,0.6942675159235668,0.5095541401273885,157,
tfm_cov_season,nhi_out_ili,covid,1,1677.5031930069001,2078.463363355892,0.07506341333431364,0.08323356663692306,0.8343949044585988,0.5796178343949044,157,
tfm_cov_season,nhi_out_ili,covid,2,2575.4953849301132,3065.4057648288217,0.11070669996858352,0.12307974925748887,0.7707006369426752,0.5796178343949044,157,
tfm_cov_season,nhi_out_ili,covid,3,3721.413709472311,4568.799039609873,0.16500153757722427,0.1836039694571762,0.7834394904458599,0.5732484076433121,157,
tfm_cov_season,nhi_out_ili,covid,4,4899.10447684448,6110.128719645701,0.2206664431496609,0.246029374509418,0.7515923566878981,0.5222929936305732,157,
tfm_cov_season_cny,nhi_out_ili,covid,1,1611.620863742923,1990.3133583797771,0.07187988824765523,0.07947359987827465,0.802547770700637,0.5222929936305732,157,
tfm_cov_season_cny,nhi_out_ili,covid,2,2517.8274805931533,3068.9330463773886,0.11083408724780844,0.12342110737651973,0.732484076433121,0.5796178343949044,157,
tfm_cov_season_cny,nhi_out_ili,covid,3,3613.7689097885705,4456.899606886943,0.1609603052329627,0.17944603307587037,0.7452229299363057,0.5605095541401274,157,
tfm_cov_season_cny,nhi_out_ili,covid,4,4642.190897580503,5782.5838724124205,0.2088372068557391,0.2331319753157944,0.7388535031847133,0.5414012738853503,157,
tfm_cov_season_cny_hol,nhi_out_ili,covid,1,1486.3342163172329,1841.7130150278663,0.06651320765501038,0.07383744126406666,0.8152866242038217,0.554140127388535,157,
tfm_cov_season_cny_hol,nhi_out_ili,covid,2,2419.7804029547065,2947.3310484673566,0.10644244812039981,0.11857277760887613,0.7452229299363057,0.5605095541401274,157,
tfm_cov_season_cny_hol,nhi_out_ili,covid,3,3470.6575736464974,4289.728951035032,0.15492296040465667,0.17280656521710866,0.7770700636942676,0.5286624203821656,157,
tfm_cov_season_cny_hol,nhi_out_ili,covid,4,4581.418368221426,5650.298031946656,0.204059722250417,0.22803923579693638,0.7261146496815286,0.4968152866242038,157,
tfm_cov_season_cny_log1p,nhi_out_ili,covid,1,1657.7701828545805,2088.3667247488356,0.07542107184431854,0.08354004696205683,0.7579617834394905,0.5286624203821656,157,
tfm_cov_season_cny_log1p,nhi_out_ili,covid,2,2535.3289608826694,3100.958196139483,0.11199067104719955,0.12428764624459075,0.7452229299363057,0.5796178343949044,157,
tfm_cov_season_cny_log1p,nhi_out_ili,covid,3,3785.947824557975,4778.415321098629,0.1725718002320287,0.19173216697849582,0.732484076433121,0.5477707006369427,157,
tfm_cov_season_cny_log1p,nhi_out_ili,covid,4,4962.251142788865,6315.810413559758,0.228094608725139,0.25342817079801633,0.7070063694267515,0.4968152866242038,157,
tfm_cov_cny,nhi_out_ili,post_covid,1,4743.877342058983,5962.09378804789,0.07311506349448357,0.23659536596871641,0.7532467532467533,0.512987012987013,154,
tfm_cov_cny,nhi_out_ili,post_covid,2,6242.518077116936,8032.70607358871,0.09852003009450908,0.31838978305348326,0.8,0.5935483870967742,155,
tfm_cov_cny,nhi_out_ili,post_covid,3,8347.966026475695,10730.692720853365,0.13166204177138816,0.4254758411022783,0.8076923076923077,0.5961538461538461,156,
tfm_cov_cny,nhi_out_ili,post_covid,4,9800.166165461342,12658.737659235669,0.1553761288080083,0.5037156542806567,0.821656050955414,0.5605095541401274,157,
