C_over_L,p_star,sensitivity,false_alarm_per100,ppv,events_detected,lead_median
0.1,0.1,0.7614826752618856,13.103177716751667,0.361376673040153,0.7079646017699115,11.0
0.2,0.2,0.6502820306204674,8.160062769713614,0.43692474282620464,0.6061946902654868,8.0
0.3,0.3,0.5253827558420628,5.123577873675951,0.49961685823754787,0.5,5.0
0.5,0.5,0.3448831587429492,1.9223224794036877,0.6359583952451708,0.336283185840708,4.0
