method,series,crossing,lead
EWMA,台南市|七股區,2015-09-01,
EWMA,台南市|七股區,2015-10-05,
EWMA,台南市|七股區,2023-09-25,
EWMA,台南市|七股區,2023-10-18,
EWMA,台南市|下營區,2015-09-02,
EWMA,台南市|中西區,2015-07-22,0.0
EWMA,台南市|中西區,2019-07-02,
EWMA,台南市|中西區,2023-07-29,
EWMA,台南市|中西區,2023-09-01,13.0
EWMA,台南市|仁德區,2015-08-02,
EWMA,台南市|仁德區,2015-08-20,0.0
EWMA,台南市|仁德區,2015-12-12,
EWMA,台南市|仁德區,2023-06-08,
EWMA,台南市|佳里區,2015-08-18,
EWMA,台南市|佳里區,2023-09-03,
EWMA,台南市|六甲區,2015-09-09,
EWMA,台南市|北區,2015-06-21,
EWMA,台南市|北區,2015-07-21,8.0
EWMA,台南市|北區,2023-07-09,
EWMA,台南市|南化區,2015-09-11,
EWMA,台南市|南區,2014-11-22,
EWMA,台南市|南區,2014-12-21,
EWMA,台南市|南區,2015-07-21,
EWMA,台南市|南區,2023-06-25,
EWMA,台南市|南區,2023-07-21,
EWMA,台南市|善化區,2015-08-10,0.0
EWMA,台南市|善化區,2023-09-04,
EWMA,台南市|大內區,2015-09-02,
EWMA,台南市|學甲區,2015-08-16,
EWMA,台南市|學甲區,2023-10-31,
EWMA,台南市|安南區,2014-11-06,
EWMA,台南市|安南區,2015-07-03,
EWMA,台南市|安南區,2023-06-28,
EWMA,台南市|安南區,2023-08-08,5.0
EWMA,台南市|安定區,2015-08-26,
EWMA,台南市|安定區,2015-10-14,
EWMA,台南市|安定區,2015-11-05,
EWMA,台南市|安定區,2023-08-26,
EWMA,台南市|安平區,2015-07-19,
EWMA,台南市|安平區,2015-08-08,1.0
EWMA,台南市|安平區,2023-08-03,
EWMA,台南市|安平區,2023-09-07,8.0
EWMA,台南市|官田區,2015-09-01,
EWMA,台南市|官田區,2023-10-23,
EWMA,台南市|將軍區,2015-09-19,
EWMA,台南市|將軍區,2023-10-03,
EWMA,台南市|左鎮區,2023-09-11,
EWMA,台南市|左鎮區,2023-11-09,
EWMA,台南市|後壁區,2015-10-06,
EWMA,台南市|新化區,2015-08-22,
EWMA,台南市|新化區,2023-08-24,
EWMA,台南市|新市區,2015-08-15,
EWMA,台南市|新市區,2015-09-11,0.0
EWMA,台南市|新市區,2015-11-26,
EWMA,台南市|新市區,2023-08-25,
EWMA,台南市|新營區,2015-08-14,
EWMA,台南市|新營區,2023-10-01,
EWMA,台南市|新營區,2023-10-22,
EWMA,台南市|新營區,2023-11-17,0.0
EWMA,台南市|東區,2014-10-14,
EWMA,台南市|東區,2014-11-08,
EWMA,台南市|東區,2014-11-30,
EWMA,台南市|東區,2015-07-22,
EWMA,台南市|東區,2019-07-21,
EWMA,台南市|東區,2019-08-10,
EWMA,台南市|東區,2023-06-14,
EWMA,台南市|柳營區,2015-08-25,
EWMA,台南市|楠西區,2023-10-15,
EWMA,台南市|歸仁區,2015-08-22,
EWMA,台南市|歸仁區,2015-09-12,5.0
EWMA,台南市|歸仁區,2023-07-10,
EWMA,台南市|歸仁區,2023-08-11,
EWMA,台南市|永康區,2014-11-06,
EWMA,台南市|永康區,2015-07-10,
EWMA,台南市|永康區,2015-08-01,0.0
EWMA,台南市|永康區,2015-08-22,14.0
EWMA,台南市|永康區,2023-06-23,
EWMA,台南市|玉井區,2015-09-02,
EWMA,台南市|玉井區,2015-09-25,
EWMA,台南市|玉井區,2015-10-21,0.0
EWMA,台南市|西港區,2015-09-17,
EWMA,台南市|西港區,2023-09-02,
EWMA,台南市|西港區,2023-09-26,
EWMA,台南市|關廟區,2015-09-16,
EWMA,台南市|關廟區,2023-08-03,
EWMA,台南市|關廟區,2023-08-21,2.0
EWMA,台南市|鹽水區,2015-09-04,
EWMA,台南市|麻豆區,2023-09-24,
EWMA,台南市|麻豆區,2023-10-15,
EWMA,台南市|麻豆區,2023-11-10,3.0
EWMA,高雄市|三民區,2014-07-28,
EWMA,高雄市|三民區,2014-08-16,2.0
EWMA,高雄市|三民區,2015-07-24,
EWMA,高雄市|三民區,2019-06-25,
EWMA,高雄市|三民區,2023-08-25,
EWMA,高雄市|仁武區,2014-09-12,
EWMA,高雄市|仁武區,2015-08-08,
EWMA,高雄市|仁武區,2023-10-06,
EWMA,高雄市|內門區,2015-09-20,
EWMA,高雄市|內門區,2015-11-29,
EWMA,高雄市|內門區,2023-10-12,
EWMA,高雄市|六龜區,2014-10-01,
EWMA,高雄市|六龜區,2015-12-17,
EWMA,高雄市|前金區,2014-07-20,
EWMA,高雄市|前金區,2015-08-30,
EWMA,高雄市|前金區,2023-10-15,
EWMA,高雄市|前鎮區,2014-06-12,3.0
EWMA,高雄市|前鎮區,2015-08-19,
EWMA,高雄市|前鎮區,2015-09-10,3.0
EWMA,高雄市|前鎮區,2023-08-29,
EWMA,高雄市|前鎮區,2023-10-09,
EWMA,高雄市|大寮區,2014-06-20,
EWMA,高雄市|大寮區,2014-09-10,
EWMA,高雄市|大寮區,2015-09-03,
EWMA,高雄市|大寮區,2023-08-23,
EWMA,高雄市|大寮區,2023-10-01,
EWMA,高雄市|大樹區,2014-10-05,
EWMA,高雄市|大樹區,2014-11-10,
EWMA,高雄市|大樹區,2015-08-30,
EWMA,高雄市|大樹區,2015-10-24,
EWMA,高雄市|大樹區,2023-11-09,
EWMA,高雄市|大社區,2014-09-27,
EWMA,高雄市|大社區,2015-08-16,
EWMA,高雄市|大社區,2015-08-31,
EWMA,高雄市|大社區,2023-11-06,
EWMA,高雄市|小港區,2014-06-08,
EWMA,高雄市|小港區,2015-09-05,
EWMA,高雄市|小港區,2023-08-05,
EWMA,高雄市|小港區,2023-09-11,
EWMA,高雄市|小港區,2023-10-04,
EWMA,高雄市|岡山區,2014-09-14,
EWMA,高雄市|岡山區,2015-09-07,
EWMA,高雄市|岡山區,2015-10-04,2.0
EWMA,高雄市|岡山區,2023-09-09,
EWMA,高雄市|岡山區,2023-11-11,
EWMA,高雄市|左營區,2014-07-24,
EWMA,高雄市|左營區,2014-08-08,
EWMA,高雄市|左營區,2014-09-10,2.0
EWMA,高雄市|左營區,2015-07-21,
EWMA,高雄市|左營區,2015-08-06,
EWMA,高雄市|左營區,2023-08-07,
EWMA,高雄市|新興區,2014-06-27,
EWMA,高雄市|新興區,2014-07-29,
EWMA,高雄市|新興區,2014-08-23,
EWMA,高雄市|新興區,2015-08-20,
EWMA,高雄市|新興區,2015-09-04,
EWMA,高雄市|新興區,2023-09-20,
EWMA,高雄市|新興區,2023-10-16,
EWMA,高雄市|旗山區,2014-08-15,
EWMA,高雄市|旗山區,2014-10-09,
EWMA,高雄市|旗山區,2015-09-09,
EWMA,高雄市|旗山區,2015-10-18,
EWMA,高雄市|旗山區,2015-11-17,
EWMA,高雄市|旗津區,2014-10-10,
EWMA,高雄市|旗津區,2015-08-21,
EWMA,高雄市|旗津區,2015-09-22,5.0
EWMA,高雄市|林園區,2014-08-15,
EWMA,高雄市|林園區,2014-09-09,
EWMA,高雄市|林園區,2014-10-01,
EWMA,高雄市|林園區,2015-09-01,
EWMA,高雄市|林園區,2015-11-16,
EWMA,高雄市|梓官區,2014-10-16,
EWMA,高雄市|梓官區,2014-11-27,
EWMA,高雄市|梓官區,2014-12-15,
EWMA,高雄市|梓官區,2015-10-09,
EWMA,高雄市|梓官區,2015-10-28,
EWMA,高雄市|梓官區,2023-11-06,
EWMA,高雄市|楠梓區,2014-08-18,
EWMA,高雄市|楠梓區,2014-09-06,
EWMA,高雄市|楠梓區,2014-09-25,
EWMA,高雄市|楠梓區,2015-06-05,
EWMA,高雄市|楠梓區,2015-08-08,
EWMA,高雄市|楠梓區,2015-09-04,0.0
EWMA,高雄市|楠梓區,2023-08-28,
EWMA,高雄市|楠梓區,2023-09-27,
EWMA,高雄市|橋頭區,2014-09-20,
EWMA,高雄市|橋頭區,2015-11-15,
EWMA,高雄市|橋頭區,2023-09-30,
EWMA,高雄市|永安區,2015-11-29,
EWMA,高雄市|湖內區,2015-08-29,
EWMA,高雄市|湖內區,2023-07-05,
EWMA,高雄市|湖內區,2023-09-03,
EWMA,高雄市|燕巢區,2014-10-26,
EWMA,高雄市|燕巢區,2015-10-13,
EWMA,高雄市|燕巢區,2023-09-19,
EWMA,高雄市|燕巢區,2023-11-09,
EWMA,高雄市|田寮區,2023-09-26,
EWMA,高雄市|美濃區,2014-11-08,
EWMA,高雄市|美濃區,2015-11-13,
EWMA,高雄市|苓雅區,2014-07-04,
EWMA,高雄市|苓雅區,2015-08-14,
EWMA,高雄市|苓雅區,2023-09-14,
EWMA,高雄市|茂林區,2015-10-31,
EWMA,高雄市|茂林區,2015-11-22,
EWMA,高雄市|茄萣區,2015-08-22,
EWMA,高雄市|茄萣區,2015-09-07,1.0
EWMA,高雄市|茄萣區,2023-09-14,
EWMA,高雄市|路竹區,2015-08-15,
EWMA,高雄市|路竹區,2015-09-12,
EWMA,高雄市|路竹區,2015-10-12,
EWMA,高雄市|路竹區,2015-11-16,
EWMA,高雄市|路竹區,2023-09-16,
EWMA,高雄市|阿蓮區,2015-09-15,
EWMA,高雄市|阿蓮區,2023-09-20,
EWMA,高雄市|鳥松區,2014-09-20,
EWMA,高雄市|鳥松區,2015-08-09,
EWMA,高雄市|鳥松區,2015-08-29,
EWMA,高雄市|鳥松區,2023-09-21,
EWMA,高雄市|鳥松區,2023-10-20,
EWMA,高雄市|鳥松區,2023-12-04,
EWMA,高雄市|鳳山區,2014-06-21,
EWMA,高雄市|鳳山區,2015-08-04,
EWMA,高雄市|鳳山區,2019-09-10,
EWMA,高雄市|鳳山區,2023-08-15,
EWMA,高雄市|鳳山區,2023-09-26,
EWMA,高雄市|鹽埕區,2014-08-12,
EWMA,高雄市|鹽埕區,2014-09-05,
EWMA,高雄市|鹽埕區,2014-09-24,
EWMA,高雄市|鹽埕區,2015-08-30,
EWMA,高雄市|鹽埕區,2023-09-08,
EWMA,高雄市|鼓山區,2014-08-02,
EWMA,高雄市|鼓山區,2014-09-05,
EWMA,高雄市|鼓山區,2015-09-05,2.0
EWMA,高雄市|鼓山區,2023-08-22,
EWMA,高雄市|鼓山區,2023-09-27,1.0
EWMA,高雄市|鼓山區,2023-12-03,
CUSUM,台南市|七股區,2015-09-01,0.0
CUSUM,台南市|七股區,2015-10-05,5.0
CUSUM,台南市|七股區,2023-09-25,
CUSUM,台南市|七股區,2023-10-18,0.0
CUSUM,台南市|下營區,2015-09-02,
CUSUM,台南市|中西區,2015-07-22,0.0
CUSUM,台南市|中西區,2019-07-02,0.0
CUSUM,台南市|中西區,2023-07-29,0.0
CUSUM,台南市|中西區,2023-09-01,14.0
CUSUM,台南市|仁德區,2015-08-02,
CUSUM,台南市|仁德區,2015-08-20,2.0
CUSUM,台南市|仁德區,2015-12-12,
CUSUM,台南市|仁德區,2023-06-08,
CUSUM,台南市|佳里區,2015-08-18,
CUSUM,台南市|佳里區,2023-09-03,0.0
CUSUM,台南市|六甲區,2015-09-09,
CUSUM,台南市|北區,2015-06-21,3.0
CUSUM,台南市|北區,2015-07-21,13.0
CUSUM,台南市|北區,2023-07-09,0.0
CUSUM,台南市|南化區,2015-09-11,
CUSUM,台南市|南區,2014-11-22,
CUSUM,台南市|南區,2014-12-21,
CUSUM,台南市|南區,2015-07-21,
CUSUM,台南市|南區,2023-06-25,0.0
CUSUM,台南市|南區,2023-07-21,0.0
CUSUM,台南市|善化區,2015-08-10,0.0
CUSUM,台南市|善化區,2023-09-04,2.0
CUSUM,台南市|大內區,2015-09-02,0.0
CUSUM,台南市|學甲區,2015-08-16,0.0
CUSUM,台南市|學甲區,2023-10-31,
CUSUM,台南市|安南區,2014-11-06,
CUSUM,台南市|安南區,2015-07-03,0.0
CUSUM,台南市|安南區,2023-06-28,
CUSUM,台南市|安南區,2023-08-08,8.0
CUSUM,台南市|安定區,2015-08-26,
CUSUM,台南市|安定區,2015-10-14,
CUSUM,台南市|安定區,2015-11-05,
CUSUM,台南市|安定區,2023-08-26,
CUSUM,台南市|安平區,2015-07-19,0.0
CUSUM,台南市|安平區,2015-08-08,9.0
CUSUM,台南市|安平區,2023-08-03,
CUSUM,台南市|安平區,2023-09-07,14.0
CUSUM,台南市|官田區,2015-09-01,0.0
CUSUM,台南市|官田區,2023-10-23,
CUSUM,台南市|將軍區,2015-09-19,
CUSUM,台南市|將軍區,2023-10-03,
CUSUM,台南市|左鎮區,2023-09-11,
CUSUM,台南市|左鎮區,2023-11-09,
CUSUM,台南市|後壁區,2015-10-06,
CUSUM,台南市|新化區,2015-08-22,
CUSUM,台南市|新化區,2023-08-24,0.0
CUSUM,台南市|新市區,2015-08-15,0.0
CUSUM,台南市|新市區,2015-09-11,11.0
CUSUM,台南市|新市區,2015-11-26,
CUSUM,台南市|新市區,2023-08-25,
CUSUM,台南市|新營區,2015-08-14,
CUSUM,台南市|新營區,2023-10-01,0.0
CUSUM,台南市|新營區,2023-10-22,6.0
CUSUM,台南市|新營區,2023-11-17,3.0
CUSUM,台南市|東區,2014-10-14,
CUSUM,台南市|東區,2014-11-08,3.0
CUSUM,台南市|東區,2014-11-30,3.0
CUSUM,台南市|東區,2015-07-22,0.0
CUSUM,台南市|東區,2019-07-21,
CUSUM,台南市|東區,2019-08-10,
CUSUM,台南市|東區,2023-06-14,0.0
CUSUM,台南市|柳營區,2015-08-25,0.0
CUSUM,台南市|楠西區,2023-10-15,
CUSUM,台南市|歸仁區,2015-08-22,0.0
CUSUM,台南市|歸仁區,2015-09-12,12.0
CUSUM,台南市|歸仁區,2023-07-10,
CUSUM,台南市|歸仁區,2023-08-11,2.0
CUSUM,台南市|永康區,2014-11-06,
CUSUM,台南市|永康區,2015-07-10,
CUSUM,台南市|永康區,2015-08-01,8.0
CUSUM,台南市|永康區,2015-08-22,13.0
CUSUM,台南市|永康區,2023-06-23,
CUSUM,台南市|玉井區,2015-09-02,
CUSUM,台南市|玉井區,2015-09-25,0.0
CUSUM,台南市|玉井區,2015-10-21,2.0
CUSUM,台南市|西港區,2015-09-17,1.0
CUSUM,台南市|西港區,2023-09-02,0.0
CUSUM,台南市|西港區,2023-09-26,
CUSUM,台南市|關廟區,2015-09-16,3.0
CUSUM,台南市|關廟區,2023-08-03,
CUSUM,台南市|關廟區,2023-08-21,2.0
CUSUM,台南市|鹽水區,2015-09-04,
CUSUM,台南市|麻豆區,2023-09-24,0.0
CUSUM,台南市|麻豆區,2023-10-15,14.0
CUSUM,台南市|麻豆區,2023-11-10,12.0
CUSUM,高雄市|三民區,2014-07-28,2.0
CUSUM,高雄市|三民區,2014-08-16,8.0
CUSUM,高雄市|三民區,2015-07-24,
CUSUM,高雄市|三民區,2019-06-25,
CUSUM,高雄市|三民區,2023-08-25,0.0
CUSUM,高雄市|仁武區,2014-09-12,0.0
CUSUM,高雄市|仁武區,2015-08-08,0.0
CUSUM,高雄市|仁武區,2023-10-06,0.0
CUSUM,高雄市|內門區,2015-09-20,
CUSUM,高雄市|內門區,2015-11-29,
CUSUM,高雄市|內門區,2023-10-12,
CUSUM,高雄市|六龜區,2014-10-01,
CUSUM,高雄市|六龜區,2015-12-17,0.0
CUSUM,高雄市|前金區,2014-07-20,
CUSUM,高雄市|前金區,2015-08-30,2.0
CUSUM,高雄市|前金區,2023-10-15,3.0
CUSUM,高雄市|前鎮區,2014-06-12,4.0
CUSUM,高雄市|前鎮區,2015-08-19,
CUSUM,高雄市|前鎮區,2015-09-10,12.0
CUSUM,高雄市|前鎮區,2023-08-29,0.0
CUSUM,高雄市|前鎮區,2023-10-09,3.0
CUSUM,高雄市|大寮區,2014-06-20,
CUSUM,高雄市|大寮區,2014-09-10,
CUSUM,高雄市|大寮區,2015-09-03,0.0
CUSUM,高雄市|大寮區,2023-08-23,
CUSUM,高雄市|大寮區,2023-10-01,
CUSUM,高雄市|大樹區,2014-10-05,
CUSUM,高雄市|大樹區,2014-11-10,5.0
CUSUM,高雄市|大樹區,2015-08-30,0.0
CUSUM,高雄市|大樹區,2015-10-24,
CUSUM,高雄市|大樹區,2023-11-09,
CUSUM,高雄市|大社區,2014-09-27,
CUSUM,高雄市|大社區,2015-08-16,
CUSUM,高雄市|大社區,2015-08-31,0.0
CUSUM,高雄市|大社區,2023-11-06,
CUSUM,高雄市|小港區,2014-06-08,
CUSUM,高雄市|小港區,2015-09-05,0.0
CUSUM,高雄市|小港區,2023-08-05,0.0
CUSUM,高雄市|小港區,2023-09-11,1.0
CUSUM,高雄市|小港區,2023-10-04,12.0
CUSUM,高雄市|岡山區,2014-09-14,2.0
CUSUM,高雄市|岡山區,2015-09-07,0.0
CUSUM,高雄市|岡山區,2015-10-04,5.0
CUSUM,高雄市|岡山區,2023-09-09,0.0
CUSUM,高雄市|岡山區,2023-11-11,
CUSUM,高雄市|左營區,2014-07-24,
CUSUM,高雄市|左營區,2014-08-08,2.0
CUSUM,高雄市|左營區,2014-09-10,9.0
CUSUM,高雄市|左營區,2015-07-21,
CUSUM,高雄市|左營區,2015-08-06,3.0
CUSUM,高雄市|左營區,2023-08-07,
CUSUM,高雄市|新興區,2014-06-27,0.0
CUSUM,高雄市|新興區,2014-07-29,
CUSUM,高雄市|新興區,2014-08-23,0.0
CUSUM,高雄市|新興區,2015-08-20,
CUSUM,高雄市|新興區,2015-09-04,3.0
CUSUM,高雄市|新興區,2023-09-20,
CUSUM,高雄市|新興區,2023-10-16,0.0
CUSUM,高雄市|旗山區,2014-08-15,
CUSUM,高雄市|旗山區,2014-10-09,
CUSUM,高雄市|旗山區,2015-09-09,
CUSUM,高雄市|旗山區,2015-10-18,3.0
CUSUM,高雄市|旗山區,2015-11-17,5.0
CUSUM,高雄市|旗津區,2014-10-10,
CUSUM,高雄市|旗津區,2015-08-21,0.0
CUSUM,高雄市|旗津區,2015-09-22,8.0
CUSUM,高雄市|林園區,2014-08-15,
CUSUM,高雄市|林園區,2014-09-09,
CUSUM,高雄市|林園區,2014-10-01,1.0
CUSUM,高雄市|林園區,2015-09-01,0.0
CUSUM,高雄市|林園區,2015-11-16,3.0
CUSUM,高雄市|梓官區,2014-10-16,0.0
CUSUM,高雄市|梓官區,2014-11-27,
CUSUM,高雄市|梓官區,2014-12-15,
CUSUM,高雄市|梓官區,2015-10-09,
CUSUM,高雄市|梓官區,2015-10-28,
CUSUM,高雄市|梓官區,2023-11-06,0.0
CUSUM,高雄市|楠梓區,2014-08-18,
CUSUM,高雄市|楠梓區,2014-09-06,
CUSUM,高雄市|楠梓區,2014-09-25,5.0
CUSUM,高雄市|楠梓區,2015-06-05,0.0
CUSUM,高雄市|楠梓區,2015-08-08,
CUSUM,高雄市|楠梓區,2015-09-04,6.0
CUSUM,高雄市|楠梓區,2023-08-28,
CUSUM,高雄市|楠梓區,2023-09-27,1.0
CUSUM,高雄市|橋頭區,2014-09-20,0.0
CUSUM,高雄市|橋頭區,2015-11-15,2.0
CUSUM,高雄市|橋頭區,2023-09-30,
CUSUM,高雄市|永安區,2015-11-29,
CUSUM,高雄市|湖內區,2015-08-29,
CUSUM,高雄市|湖內區,2023-07-05,
CUSUM,高雄市|湖內區,2023-09-03,0.0
CUSUM,高雄市|燕巢區,2014-10-26,0.0
CUSUM,高雄市|燕巢區,2015-10-13,
CUSUM,高雄市|燕巢區,2023-09-19,0.0
CUSUM,高雄市|燕巢區,2023-11-09,
CUSUM,高雄市|田寮區,2023-09-26,
CUSUM,高雄市|美濃區,2014-11-08,
CUSUM,高雄市|美濃區,2015-11-13,
CUSUM,高雄市|苓雅區,2014-07-04,0.0
CUSUM,高雄市|苓雅區,2015-08-14,0.0
CUSUM,高雄市|苓雅區,2023-09-14,11.0
CUSUM,高雄市|茂林區,2015-10-31,
CUSUM,高雄市|茂林區,2015-11-22,
CUSUM,高雄市|茄萣區,2015-08-22,
CUSUM,高雄市|茄萣區,2015-09-07,9.0
CUSUM,高雄市|茄萣區,2023-09-14,2.0
CUSUM,高雄市|路竹區,2015-08-15,
CUSUM,高雄市|路竹區,2015-09-12,5.0
CUSUM,高雄市|路竹區,2015-10-12,
CUSUM,高雄市|路竹區,2015-11-16,
CUSUM,高雄市|路竹區,2023-09-16,
CUSUM,高雄市|阿蓮區,2015-09-15,0.0
CUSUM,高雄市|阿蓮區,2023-09-20,0.0
CUSUM,高雄市|鳥松區,2014-09-20,2.0
CUSUM,高雄市|鳥松區,2015-08-09,
CUSUM,高雄市|鳥松區,2015-08-29,0.0
CUSUM,高雄市|鳥松區,2023-09-21,
CUSUM,高雄市|鳥松區,2023-10-20,3.0
CUSUM,高雄市|鳥松區,2023-12-04,
CUSUM,高雄市|鳳山區,2014-06-21,0.0
CUSUM,高雄市|鳳山區,2015-08-04,
CUSUM,高雄市|鳳山區,2019-09-10,
CUSUM,高雄市|鳳山區,2023-08-15,
CUSUM,高雄市|鳳山區,2023-09-26,6.0
CUSUM,高雄市|鹽埕區,2014-08-12,
CUSUM,高雄市|鹽埕區,2014-09-05,
CUSUM,高雄市|鹽埕區,2014-09-24,3.0
CUSUM,高雄市|鹽埕區,2015-08-30,
CUSUM,高雄市|鹽埕區,2023-09-08,0.0
CUSUM,高雄市|鼓山區,2014-08-02,0.0
CUSUM,高雄市|鼓山區,2014-09-05,3.0
CUSUM,高雄市|鼓山區,2015-09-05,3.0
CUSUM,高雄市|鼓山區,2023-08-22,
CUSUM,高雄市|鼓山區,2023-09-27,12.0
CUSUM,高雄市|鼓山區,2023-12-03,
TimesFM final p*=0.2,台南市|七股區,2015-09-01,
TimesFM final p*=0.2,台南市|七股區,2015-10-05,4.0
TimesFM final p*=0.2,台南市|七股區,2023-09-25,2.0
TimesFM final p*=0.2,台南市|七股區,2023-10-18,13.0
TimesFM final p*=0.2,台南市|下營區,2015-09-02,11.0
TimesFM final p*=0.2,台南市|中西區,2015-07-22,
TimesFM final p*=0.2,台南市|中西區,2019-07-02,1.0
TimesFM final p*=0.2,台南市|中西區,2023-07-29,
TimesFM final p*=0.2,台南市|中西區,2023-09-01,14.0
TimesFM final p*=0.2,台南市|仁德區,2015-08-02,
TimesFM final p*=0.2,台南市|仁德區,2015-08-20,2.0
TimesFM final p*=0.2,台南市|仁德區,2015-12-12,2.0
TimesFM final p*=0.2,台南市|仁德區,2023-06-08,5.0
TimesFM final p*=0.2,台南市|佳里區,2015-08-18,
TimesFM final p*=0.2,台南市|佳里區,2023-09-03,
TimesFM final p*=0.2,台南市|六甲區,2015-09-09,12.0
TimesFM final p*=0.2,台南市|北區,2015-06-21,
TimesFM final p*=0.2,台南市|北區,2015-07-21,14.0
TimesFM final p*=0.2,台南市|北區,2023-07-09,4.0
TimesFM final p*=0.2,台南市|南化區,2015-09-11,
TimesFM final p*=0.2,台南市|南區,2014-11-22,6.0
TimesFM final p*=0.2,台南市|南區,2014-12-21,3.0
TimesFM final p*=0.2,台南市|南區,2015-07-21,
TimesFM final p*=0.2,台南市|南區,2023-06-25,2.0
TimesFM final p*=0.2,台南市|南區,2023-07-21,14.0
TimesFM final p*=0.2,台南市|善化區,2015-08-10,
TimesFM final p*=0.2,台南市|善化區,2023-09-04,1.0
TimesFM final p*=0.2,台南市|大內區,2015-09-02,1.0
TimesFM final p*=0.2,台南市|學甲區,2015-08-16,10.0
TimesFM final p*=0.2,台南市|學甲區,2023-10-31,
TimesFM final p*=0.2,台南市|安南區,2014-11-06,6.0
TimesFM final p*=0.2,台南市|安南區,2015-07-03,8.0
TimesFM final p*=0.2,台南市|安南區,2023-06-28,11.0
TimesFM final p*=0.2,台南市|安南區,2023-08-08,14.0
TimesFM final p*=0.2,台南市|安定區,2015-08-26,2.0
TimesFM final p*=0.2,台南市|安定區,2015-10-14,13.0
TimesFM final p*=0.2,台南市|安定區,2015-11-05,13.0
TimesFM final p*=0.2,台南市|安定區,2023-08-26,4.0
TimesFM final p*=0.2,台南市|安平區,2015-07-19,
TimesFM final p*=0.2,台南市|安平區,2015-08-08,4.0
TimesFM final p*=0.2,台南市|安平區,2023-08-03,3.0
TimesFM final p*=0.2,台南市|安平區,2023-09-07,14.0
TimesFM final p*=0.2,台南市|官田區,2015-09-01,
TimesFM final p*=0.2,台南市|官田區,2023-10-23,2.0
TimesFM final p*=0.2,台南市|將軍區,2015-09-19,2.0
TimesFM final p*=0.2,台南市|將軍區,2023-10-03,
TimesFM final p*=0.2,台南市|左鎮區,2023-09-11,2.0
TimesFM final p*=0.2,台南市|左鎮區,2023-11-09,
TimesFM final p*=0.2,台南市|後壁區,2015-10-06,1.0
TimesFM final p*=0.2,台南市|新化區,2015-08-22,
TimesFM final p*=0.2,台南市|新化區,2023-08-24,2.0
TimesFM final p*=0.2,台南市|新市區,2015-08-15,
TimesFM final p*=0.2,台南市|新市區,2015-09-11,12.0
TimesFM final p*=0.2,台南市|新市區,2015-11-26,14.0
TimesFM final p*=0.2,台南市|新市區,2023-08-25,5.0
TimesFM final p*=0.2,台南市|新營區,2015-08-14,
TimesFM final p*=0.2,台南市|新營區,2023-10-01,
TimesFM final p*=0.2,台南市|新營區,2023-10-22,9.0
TimesFM final p*=0.2,台南市|新營區,2023-11-17,13.0
TimesFM final p*=0.2,台南市|東區,2014-10-14,
TimesFM final p*=0.2,台南市|東區,2014-11-08,10.0
TimesFM final p*=0.2,台南市|東區,2014-11-30,4.0
TimesFM final p*=0.2,台南市|東區,2015-07-22,1.0
TimesFM final p*=0.2,台南市|東區,2019-07-21,8.0
TimesFM final p*=0.2,台南市|東區,2019-08-10,14.0
TimesFM final p*=0.2,台南市|東區,2023-06-14,1.0
TimesFM final p*=0.2,台南市|柳營區,2015-08-25,13.0
TimesFM final p*=0.2,台南市|楠西區,2023-10-15,
TimesFM final p*=0.2,台南市|歸仁區,2015-08-22,
TimesFM final p*=0.2,台南市|歸仁區,2015-09-12,9.0
TimesFM final p*=0.2,台南市|歸仁區,2023-07-10,1.0
TimesFM final p*=0.2,台南市|歸仁區,2023-08-11,13.0
TimesFM final p*=0.2,台南市|永康區,2014-11-06,
TimesFM final p*=0.2,台南市|永康區,2015-07-10,1.0
TimesFM final p*=0.2,台南市|永康區,2015-08-01,13.0
TimesFM final p*=0.2,台南市|永康區,2015-08-22,14.0
TimesFM final p*=0.2,台南市|永康區,2023-06-23,12.0
TimesFM final p*=0.2,台南市|玉井區,2015-09-02,5.0
TimesFM final p*=0.2,台南市|玉井區,2015-09-25,14.0
TimesFM final p*=0.2,台南市|玉井區,2015-10-21,14.0
TimesFM final p*=0.2,台南市|西港區,2015-09-17,
TimesFM final p*=0.2,台南市|西港區,2023-09-02,1.0
TimesFM final p*=0.2,台南市|西港區,2023-09-26,13.0
TimesFM final p*=0.2,台南市|關廟區,2015-09-16,3.0
TimesFM final p*=0.2,台南市|關廟區,2023-08-03,5.0
TimesFM final p*=0.2,台南市|關廟區,2023-08-21,13.0
TimesFM final p*=0.2,台南市|鹽水區,2015-09-04,1.0
TimesFM final p*=0.2,台南市|麻豆區,2023-09-24,1.0
TimesFM final p*=0.2,台南市|麻豆區,2023-10-15,14.0
TimesFM final p*=0.2,台南市|麻豆區,2023-11-10,14.0
TimesFM final p*=0.2,高雄市|三民區,2014-07-28,9.0
TimesFM final p*=0.2,高雄市|三民區,2014-08-16,14.0
TimesFM final p*=0.2,高雄市|三民區,2015-07-24,3.0
TimesFM final p*=0.2,高雄市|三民區,2019-06-25,2.0
TimesFM final p*=0.2,高雄市|三民區,2023-08-25,
TimesFM final p*=0.2,高雄市|仁武區,2014-09-12,1.0
TimesFM final p*=0.2,高雄市|仁武區,2015-08-08,10.0
TimesFM final p*=0.2,高雄市|仁武區,2023-10-06,
TimesFM final p*=0.2,高雄市|內門區,2015-09-20,
TimesFM final p*=0.2,高雄市|內門區,2015-11-29,1.0
TimesFM final p*=0.2,高雄市|內門區,2023-10-12,1.0
