watch_p,alert_p,watch_flags_per_site_week,alert_orders_per_site_week,watch_only_per_site_week,watch_flags_week_20,alert_orders_week_20,false_orders_week_20,watch_sensitivity,alert_sensitivity,alert_ppv,alert_false_per100,watch_false_per100,events_detected_watch,events_detected_alert,lead_median_watch,lead_median_alert,watch_earlier_than_alert,days_watch_to_alert_mean,days_watch_to_alert_median_if_earlier,watch_only_events_detected
0.2,0.4,0.13206063206063207,0.06599456599456599,0.06606606606606606,2.6412126412126415,1.3198913198913198,0.5534105534105535,0.6502820306204674,0.43190975020145045,0.580715059588299,3.036484896037662,8.160062769713614,0.6061946902654868,0.43805309734513276,8.0,4.0,0.2727272727272727,1.8383838383838385,6.0,0.168141592920354
0.2,0.5,0.13206063206063207,0.04811954811954812,0.08394108394108395,2.6412126412126415,0.9623909623909623,0.35035035035035034,0.6502820306204674,0.3448831587429492,0.6359583952451708,1.9223224794036877,8.160062769713614,0.6061946902654868,0.336283185840708,8.0,4.0,0.34210526315789475,2.1578947368421053,6.0,0.26991150442477874
0.2,0.6,0.13206063206063207,0.03381953381953382,0.09824109824109824,2.6412126412126415,0.6763906763906764,0.2230802230802231,0.6502820306204674,0.25543916196615635,0.6701902748414377,1.224009415457042,8.160062769713614,0.6061946902654868,0.26991150442477874,8.0,3.0,0.4098360655737705,2.918032786885246,6.0,0.336283185840708
0.3,0.4,0.0933075933075933,0.06599456599456599,0.027313027313027313,1.8661518661518661,1.3198913198913198,0.5534105534105535,0.5253827558420628,0.43190975020145045,0.580715059588299,3.036484896037662,5.123577873675951,0.5,0.43805309734513276,5.0,4.0,0.21212121212121213,1.0505050505050506,4.0,0.061946902654867256
0.3,0.5,0.0933075933075933,0.04811954811954812,0.04518804518804519,1.8661518661518661,0.9623909623909623,0.35035035035035034,0.5253827558420628,0.3448831587429492,0.6359583952451708,1.9223224794036877,5.123577873675951,0.5,0.336283185840708,5.0,4.0,0.2894736842105263,1.4473684210526316,4.0,0.16371681415929204
0.3,0.6,0.0933075933075933,0.03381953381953382,0.05948805948805949,1.8661518661518661,0.6763906763906764,0.2230802230802231,0.5253827558420628,0.25543916196615635,0.6701902748414377,1.224009415457042,5.123577873675951,0.5,0.26991150442477874,5.0,3.0,0.3442622950819672,2.098360655737705,4.0,0.23008849557522124
0.4,0.5,0.06599456599456599,0.04811954811954812,0.017875017875017874,1.3198913198913198,0.9623909623909623,0.35035035035035034,0.43190975020145045,0.3448831587429492,0.6359583952451708,1.9223224794036877,3.036484896037662,0.43805309734513276,0.336283185840708,4.0,4.0,0.11842105263157894,0.5,2.0,0.10176991150442478
0.4,0.6,0.06599456599456599,0.03381953381953382,0.032175032175032175,1.3198913198913198,0.6763906763906764,0.2230802230802231,0.43190975020145045,0.25543916196615635,0.6701902748414377,1.224009415457042,3.036484896037662,0.43805309734513276,0.26991150442477874,4.0,3.0,0.22950819672131148,1.3770491803278688,4.0,0.168141592920354
