year,n,event_rate,brier_raw,brier_cal,ece_raw,ece_cal
2014,7918,0.10330891639302854,0.08399880191733859,0.08245509489988356,0.05252275115711229,0.04726609408553624
2015,7918,0.18476888103056327,0.13540120873557643,0.1361243253841256,0.0825082852997256,0.08949330946084813
2016,7918,0.0,0.005323243070101483,0.0076664040661685,0.035465532151022654,0.0446539018690281
2019,7918,0.004925486233897449,0.005947265976421274,0.005699024293126055,0.019105486316783417,0.017028805023473943
2023,7918,0.1444809295276585,0.11399963324821699,0.11420269285016033,0.056821919943486725,0.06161101161143554
2024,7918,0.0,0.0009852183643997646,0.0038272650380194524,0.021877918227357105,0.05113997967894224
